Node,Name,Parent,Type,Img,Description,Position,Department
CRM2-1-3-3-2,Manager 2,CRM2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
CRM2-1-3-3-2-1,Employee 1,CRM2-1-3-3-2,profile,profile,Lead de Sales,Lead Sales,Sales
CRM2-1-3-3-3,Manager 3,CRM2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
CRM2-1-3-3-3-1,Employee 1,CRM2-1-3-3-3,profile,profile,Intern de Sales,Intern Sales,Sales
INTC2,Intel Corporation 2,,company,detail,Empresa tecnológica líder,CEO,Executive
INTC2-1,CEO INTC2,INTC2,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
INTC2-1-1,VP Engineering,INTC2-1,profile,profile,VP de Engineering,VP Engineering,Engineering
INTC2-1-1-1,Director 1,INTC2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
INTC2-1-1-1-1,Manager 1,INTC2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
INTC2-1-1-1-1-1,Employee 1,INTC2-1-1-1-1,profile,profile,CFO de Engineering,CFO Engineering,Engineering
INTC2-1-1-1-1-2,Employee 2,INTC2-1-1-1-1,profile,profile,Junior de Engineering,Junior Engineering,Engineering
INTC2-1-1-1-2,Manager 2,INTC2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
INTC2-1-1-1-2-1,Employee 1,INTC2-1-1-1-2,profile,profile,Intern de Engineering,Intern Engineering,Engineering
INTC2-1-1-1-2-2,Employee 2,INTC2-1-1-1-2,profile,profile,CFO de Engineering,CFO Engineering,Engineering
INTC2-1-1-1-3,Manager 3,INTC2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
INTC2-1-1-1-3-1,Employee 1,INTC2-1-1-1-3,profile,profile,Junior de Engineering,Junior Engineering,Engineering
INTC2-1-1-1-3-2,Employee 2,INTC2-1-1-1-3,profile,profile,CEO de Engineering,CEO Engineering,Engineering
INTC2-1-1-2,Director 2,INTC2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
INTC2-1-1-2-1,Manager 1,INTC2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
INTC2-1-1-2-1-1,Employee 1,INTC2-1-1-2-1,profile,profile,CEO de Engineering,CEO Engineering,Engineering
INTC2-1-1-2-2,Manager 2,INTC2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
INTC2-1-1-2-2-1,Employee 1,INTC2-1-1-2-2,profile,profile,CFO de Engineering,CFO Engineering,Engineering
INTC2-1-2,VP Marketing,INTC2-1,profile,profile,VP de Marketing,VP Marketing,Marketing
INTC2-1-2-1,Director 1,INTC2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
INTC2-1-2-1-1,Manager 1,INTC2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
INTC2-1-2-1-1-1,Employee 1,INTC2-1-2-1-1,profile,profile,Director de Marketing,Director Marketing,Marketing
INTC2-1-2-1-1-2,Employee 2,INTC2-1-2-1-1,profile,profile,CFO de Marketing,CFO Marketing,Marketing
INTC2-1-2-1-2,Manager 2,INTC2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
INTC2-1-2-1-2-1,Employee 1,INTC2-1-2-1-2,profile,profile,Senior de Marketing,Senior Marketing,Marketing
INTC2-1-2-1-2-2,Employee 2,INTC2-1-2-1-2,profile,profile,CEO de Marketing,CEO Marketing,Marketing
INTC2-1-2-2,Director 2,INTC2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
INTC2-1-2-2-1,Manager 1,INTC2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
INTC2-1-2-2-1-1,Employee 1,INTC2-1-2-2-1,profile,profile,Director de Marketing,Director Marketing,Marketing
INTC2-1-2-2-1-2,Employee 2,INTC2-1-2-2-1,profile,profile,Intern de Marketing,Intern Marketing,Marketing
INTC2-1-2-2-2,Manager 2,INTC2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
INTC2-1-2-2-2-1,Employee 1,INTC2-1-2-2-2,profile,profile,Junior de Marketing,Junior Marketing,Marketing
INTC2-1-2-3,Director 3,INTC2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
INTC2-1-2-3-1,Manager 1,INTC2-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
INTC2-1-2-3-1-1,Employee 1,INTC2-1-2-3-1,profile,profile,CFO de Marketing,CFO Marketing,Marketing
INTC2-1-2-3-1-2,Employee 2,INTC2-1-2-3-1,profile,profile,CEO de Marketing,CEO Marketing,Marketing
INTC2-1-2-3-2,Manager 2,INTC2-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
INTC2-1-2-3-2-1,Employee 1,INTC2-1-2-3-2,profile,profile,CEO de Marketing,CEO Marketing,Marketing
INTC2-1-2-3-2-2,Employee 2,INTC2-1-2-3-2,profile,profile,VP de Marketing,VP Marketing,Marketing
INTC2-1-3,VP Sales,INTC2-1,profile,profile,VP de Sales,VP Sales,Sales
INTC2-1-3-1,Director 1,INTC2-1-3,profile,profile,Director de Sales,Director Sales,Sales
INTC2-1-3-1-1,Manager 1,INTC2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
INTC2-1-3-1-1-1,Employee 1,INTC2-1-3-1-1,profile,profile,CEO de Sales,CEO Sales,Sales
INTC2-1-3-1-2,Manager 2,INTC2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
INTC2-1-3-1-2-1,Employee 1,INTC2-1-3-1-2,profile,profile,Intern de Sales,Intern Sales,Sales
INTC2-1-3-1-2-2,Employee 2,INTC2-1-3-1-2,profile,profile,CTO de Sales,CTO Sales,Sales
INTC2-1-3-1-3,Manager 3,INTC2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
INTC2-1-3-1-3-1,Employee 1,INTC2-1-3-1-3,profile,profile,Senior de Sales,Senior Sales,Sales
INTC2-1-3-1-3-2,Employee 2,INTC2-1-3-1-3,profile,profile,Manager de Sales,Manager Sales,Sales
INTC2-1-3-2,Director 2,INTC2-1-3,profile,profile,Director de Sales,Director Sales,Sales
INTC2-1-3-2-1,Manager 1,INTC2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
INTC2-1-3-2-1-1,Employee 1,INTC2-1-3-2-1,profile,profile,Intern de Sales,Intern Sales,Sales
INTC2-1-3-2-2,Manager 2,INTC2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
INTC2-1-3-2-2-1,Employee 1,INTC2-1-3-2-2,profile,profile,VP de Sales,VP Sales,Sales
INTC2-1-3-2-2-2,Employee 2,INTC2-1-3-2-2,profile,profile,Director de Sales,Director Sales,Sales
INTC2-1-3-3,Director 3,INTC2-1-3,profile,profile,Director de Sales,Director Sales,Sales
INTC2-1-3-3-1,Manager 1,INTC2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
INTC2-1-3-3-1-1,Employee 1,INTC2-1-3-3-1,profile,profile,Junior de Sales,Junior Sales,Sales
INTC2-1-3-3-1-2,Employee 2,INTC2-1-3-3-1,profile,profile,VP de Sales,VP Sales,Sales
INTC2-1-3-3-2,Manager 2,INTC2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
INTC2-1-3-3-2-1,Employee 1,INTC2-1-3-3-2,profile,profile,Director de Sales,Director Sales,Sales
INTC2-1-3-3-2-2,Employee 2,INTC2-1-3-3-2,profile,profile,Lead de Sales,Lead Sales,Sales
INTC2-1-3-3-3,Manager 3,INTC2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
INTC2-1-3-3-3-1,Employee 1,INTC2-1-3-3-3,profile,profile,Director de Sales,Director Sales,Sales
ORCL2,Oracle Corporation 2,,company,detail,Empresa tecnológica líder,CEO,Executive
ORCL2-1,CEO ORCL2,ORCL2,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
ORCL2-1-1,VP Engineering,ORCL2-1,profile,profile,VP de Engineering,VP Engineering,Engineering
ORCL2-1-1-1,Director 1,ORCL2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
ORCL2-1-1-1-1,Manager 1,ORCL2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-1-1-1,Employee 1,ORCL2-1-1-1-1,profile,profile,CEO de Engineering,CEO Engineering,Engineering
ORCL2-1-1-1-2,Manager 2,ORCL2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-1-2-1,Employee 1,ORCL2-1-1-1-2,profile,profile,CEO de Engineering,CEO Engineering,Engineering
ORCL2-1-1-1-3,Manager 3,ORCL2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-1-3-1,Employee 1,ORCL2-1-1-1-3,profile,profile,CEO de Engineering,CEO Engineering,Engineering
ORCL2-1-1-2,Director 2,ORCL2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
ORCL2-1-1-2-1,Manager 1,ORCL2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-2-1-1,Employee 1,ORCL2-1-1-2-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-2-2,Manager 2,ORCL2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-2-2-1,Employee 1,ORCL2-1-1-2-2,profile,profile,Lead de Engineering,Lead Engineering,Engineering
ORCL2-1-1-3,Director 3,ORCL2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
ORCL2-1-1-3-1,Manager 1,ORCL2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-3-1-1,Employee 1,ORCL2-1-1-3-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-3-1-2,Employee 2,ORCL2-1-1-3-1,profile,profile,Senior de Engineering,Senior Engineering,Engineering
ORCL2-1-1-3-2,Manager 2,ORCL2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-3-2-1,Employee 1,ORCL2-1-1-3-2,profile,profile,Director de Engineering,Director Engineering,Engineering
ORCL2-1-1-3-3,Manager 3,ORCL2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
ORCL2-1-1-3-3-1,Employee 1,ORCL2-1-1-3-3,profile,profile,Senior de Engineering,Senior Engineering,Engineering
ORCL2-1-2,VP Marketing,ORCL2-1,profile,profile,VP de Marketing,VP Marketing,Marketing
ORCL2-1-2-1,Director 1,ORCL2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
ORCL2-1-2-1-1,Manager 1,ORCL2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
ORCL2-1-2-1-1-1,Employee 1,ORCL2-1-2-1-1,profile,profile,Lead de Marketing,Lead Marketing,Marketing
ORCL2-1-2-1-2,Manager 2,ORCL2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
ORCL2-1-2-1-2-1,Employee 1,ORCL2-1-2-1-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
ORCL2-1-2-1-2-2,Employee 2,ORCL2-1-2-1-2,profile,profile,Intern de Marketing,Intern Marketing,Marketing
ORCL2-1-2-1-3,Manager 3,ORCL2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
ORCL2-1-2-1-3-1,Employee 1,ORCL2-1-2-1-3,profile,profile,Intern de Marketing,Intern Marketing,Marketing
ORCL2-1-2-2,Director 2,ORCL2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
ORCL2-1-2-2-1,Manager 1,ORCL2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
ORCL2-1-2-2-1-1,Employee 1,ORCL2-1-2-2-1,profile,profile,Intern de Marketing,Intern Marketing,Marketing
ORCL2-1-2-2-1-2,Employee 2,ORCL2-1-2-2-1,profile,profile,VP de Marketing,VP Marketing,Marketing
ORCL2-1-2-2-2,Manager 2,ORCL2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
ORCL2-1-2-2-2-1,Employee 1,ORCL2-1-2-2-2,profile,profile,VP de Marketing,VP Marketing,Marketing
ORCL2-1-2-3,Director 3,ORCL2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
ORCL2-1-2-3-1,Manager 1,ORCL2-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
ORCL2-1-2-3-1-1,Employee 1,ORCL2-1-2-3-1,profile,profile,CFO de Marketing,CFO Marketing,Marketing
ORCL2-1-2-3-2,Manager 2,ORCL2-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
ORCL2-1-2-3-2-1,Employee 1,ORCL2-1-2-3-2,profile,profile,CFO de Marketing,CFO Marketing,Marketing
ORCL2-1-3,VP Sales,ORCL2-1,profile,profile,VP de Sales,VP Sales,Sales
ORCL2-1-3-1,Director 1,ORCL2-1-3,profile,profile,Director de Sales,Director Sales,Sales
ORCL2-1-3-1-1,Manager 1,ORCL2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-1-1-1,Employee 1,ORCL2-1-3-1-1,profile,profile,CFO de Sales,CFO Sales,Sales
ORCL2-1-3-1-2,Manager 2,ORCL2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-1-2-1,Employee 1,ORCL2-1-3-1-2,profile,profile,Intern de Sales,Intern Sales,Sales
ORCL2-1-3-1-2-2,Employee 2,ORCL2-1-3-1-2,profile,profile,CFO de Sales,CFO Sales,Sales
ORCL2-1-3-1-3,Manager 3,ORCL2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-1-3-1,Employee 1,ORCL2-1-3-1-3,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-2,Director 2,ORCL2-1-3,profile,profile,Director de Sales,Director Sales,Sales
ORCL2-1-3-2-1,Manager 1,ORCL2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-2-1-1,Employee 1,ORCL2-1-3-2-1,profile,profile,Senior de Sales,Senior Sales,Sales
ORCL2-1-3-2-1-2,Employee 2,ORCL2-1-3-2-1,profile,profile,CEO de Sales,CEO Sales,Sales
ORCL2-1-3-2-2,Manager 2,ORCL2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-2-2-1,Employee 1,ORCL2-1-3-2-2,profile,profile,CTO de Sales,CTO Sales,Sales
ORCL2-1-3-3,Director 3,ORCL2-1-3,profile,profile,Director de Sales,Director Sales,Sales
ORCL2-1-3-3-1,Manager 1,ORCL2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-3-1-1,Employee 1,ORCL2-1-3-3-1,profile,profile,Intern de Sales,Intern Sales,Sales
ORCL2-1-3-3-1-2,Employee 2,ORCL2-1-3-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-3-2,Manager 2,ORCL2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-3-2-1,Employee 1,ORCL2-1-3-3-2,profile,profile,Director de Sales,Director Sales,Sales
ORCL2-1-3-3-2-2,Employee 2,ORCL2-1-3-3-2,profile,profile,Intern de Sales,Intern Sales,Sales
ORCL2-1-3-3-3,Manager 3,ORCL2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
ORCL2-1-3-3-3-1,Employee 1,ORCL2-1-3-3-3,profile,profile,Lead de Sales,Lead Sales,Sales
ORCL2-1-4,VP Finance,ORCL2-1,profile,profile,VP de Finance,VP Finance,Finance
ORCL2-1-4-1,Director 1,ORCL2-1-4,profile,profile,Director de Finance,Director Finance,Finance
ORCL2-1-4-1-1,Manager 1,ORCL2-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
ORCL2-1-4-1-1-1,Employee 1,ORCL2-1-4-1-1,profile,profile,Manager de Finance,Manager Finance,Finance
ORCL2-1-4-1-2,Manager 2,ORCL2-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
ORCL2-1-4-1-2-1,Employee 1,ORCL2-1-4-1-2,profile,profile,Junior de Finance,Junior Finance,Finance
ORCL2-1-4-2,Director 2,ORCL2-1-4,profile,profile,Director de Finance,Director Finance,Finance
ORCL2-1-4-2-1,Manager 1,ORCL2-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
ORCL2-1-4-2-1-1,Employee 1,ORCL2-1-4-2-1,profile,profile,Lead de Finance,Lead Finance,Finance
ORCL2-1-4-2-2,Manager 2,ORCL2-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
ORCL2-1-4-2-2-1,Employee 1,ORCL2-1-4-2-2,profile,profile,VP de Finance,VP Finance,Finance
ORCL2-1-4-2-2-2,Employee 2,ORCL2-1-4-2-2,profile,profile,Director de Finance,Director Finance,Finance
ORCL2-1-4-2-3,Manager 3,ORCL2-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
ORCL2-1-4-2-3-1,Employee 1,ORCL2-1-4-2-3,profile,profile,CEO de Finance,CEO Finance,Finance
CSCO2,Cisco Systems Inc. 2,,company,detail,Empresa tecnológica líder,CEO,Executive
CSCO2-1,CEO CSCO2,CSCO2,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
CSCO2-1-1,VP Engineering,CSCO2-1,profile,profile,VP de Engineering,VP Engineering,Engineering
CSCO2-1-1-1,Director 1,CSCO2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
CSCO2-1-1-1-1,Manager 1,CSCO2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
CSCO2-1-1-1-1-1,Employee 1,CSCO2-1-1-1-1,profile,profile,CTO de Engineering,CTO Engineering,Engineering
CSCO2-1-1-1-2,Manager 2,CSCO2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
CSCO2-1-1-1-2-1,Employee 1,CSCO2-1-1-1-2,profile,profile,Senior de Engineering,Senior Engineering,Engineering
CSCO2-1-1-1-3,Manager 3,CSCO2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
CSCO2-1-1-1-3-1,Employee 1,CSCO2-1-1-1-3,profile,profile,Intern de Engineering,Intern Engineering,Engineering
CSCO2-1-1-2,Director 2,CSCO2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
CSCO2-1-1-2-1,Manager 1,CSCO2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
CSCO2-1-1-2-1-1,Employee 1,CSCO2-1-1-2-1,profile,profile,Director de Engineering,Director Engineering,Engineering
CSCO2-1-1-2-2,Manager 2,CSCO2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
CSCO2-1-1-2-2-1,Employee 1,CSCO2-1-1-2-2,profile,profile,VP de Engineering,VP Engineering,Engineering
CSCO2-1-1-2-2-2,Employee 2,CSCO2-1-1-2-2,profile,profile,CTO de Engineering,CTO Engineering,Engineering
CSCO2-1-2,VP Marketing,CSCO2-1,profile,profile,VP de Marketing,VP Marketing,Marketing
CSCO2-1-2-1,Director 1,CSCO2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
CSCO2-1-2-1-1,Manager 1,CSCO2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
CSCO2-1-2-1-1-1,Employee 1,CSCO2-1-2-1-1,profile,profile,Lead de Marketing,Lead Marketing,Marketing
CSCO2-1-2-1-1-2,Employee 2,CSCO2-1-2-1-1,profile,profile,CEO de Marketing,CEO Marketing,Marketing
CSCO2-1-2-1-2,Manager 2,CSCO2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
CSCO2-1-2-1-2-1,Employee 1,CSCO2-1-2-1-2,profile,profile,VP de Marketing,VP Marketing,Marketing
CSCO2-1-2-1-2-2,Employee 2,CSCO2-1-2-1-2,profile,profile,CTO de Marketing,CTO Marketing,Marketing
CSCO2-1-2-1-3,Manager 3,CSCO2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
CSCO2-1-2-1-3-1,Employee 1,CSCO2-1-2-1-3,profile,profile,Senior de Marketing,Senior Marketing,Marketing
CSCO2-1-2-2,Director 2,CSCO2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
CSCO2-1-2-2-1,Manager 1,CSCO2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
CSCO2-1-2-2-1-1,Employee 1,CSCO2-1-2-2-1,profile,profile,CTO de Marketing,CTO Marketing,Marketing
CSCO2-1-2-2-1-2,Employee 2,CSCO2-1-2-2-1,profile,profile,CFO de Marketing,CFO Marketing,Marketing
CSCO2-1-2-2-2,Manager 2,CSCO2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
CSCO2-1-2-2-2-1,Employee 1,CSCO2-1-2-2-2,profile,profile,Director de Marketing,Director Marketing,Marketing
CSCO2-1-2-2-2-2,Employee 2,CSCO2-1-2-2-2,profile,profile,CEO de Marketing,CEO Marketing,Marketing
CSCO2-1-2-2-3,Manager 3,CSCO2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
CSCO2-1-2-2-3-1,Employee 1,CSCO2-1-2-2-3,profile,profile,Lead de Marketing,Lead Marketing,Marketing
CSCO2-1-2-2-3-2,Employee 2,CSCO2-1-2-2-3,profile,profile,Lead de Marketing,Lead Marketing,Marketing
CSCO2-1-3,VP Sales,CSCO2-1,profile,profile,VP de Sales,VP Sales,Sales
CSCO2-1-3-1,Director 1,CSCO2-1-3,profile,profile,Director de Sales,Director Sales,Sales
CSCO2-1-3-1-1,Manager 1,CSCO2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
CSCO2-1-3-1-1-1,Employee 1,CSCO2-1-3-1-1,profile,profile,Junior de Sales,Junior Sales,Sales
CSCO2-1-3-1-2,Manager 2,CSCO2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
CSCO2-1-3-1-2-1,Employee 1,CSCO2-1-3-1-2,profile,profile,CFO de Sales,CFO Sales,Sales
CSCO2-1-3-1-3,Manager 3,CSCO2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
CSCO2-1-3-1-3-1,Employee 1,CSCO2-1-3-1-3,profile,profile,CTO de Sales,CTO Sales,Sales
CSCO2-1-3-2,Director 2,CSCO2-1-3,profile,profile,Director de Sales,Director Sales,Sales
CSCO2-1-3-2-1,Manager 1,CSCO2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
CSCO2-1-3-2-1-1,Employee 1,CSCO2-1-3-2-1,profile,profile,Lead de Sales,Lead Sales,Sales
CSCO2-1-3-2-2,Manager 2,CSCO2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
CSCO2-1-3-2-2-1,Employee 1,CSCO2-1-3-2-2,profile,profile,Lead de Sales,Lead Sales,Sales
CSCO2-1-3-3,Director 3,CSCO2-1-3,profile,profile,Director de Sales,Director Sales,Sales
CSCO2-1-3-3-1,Manager 1,CSCO2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
CSCO2-1-3-3-1-1,Employee 1,CSCO2-1-3-3-1,profile,profile,Lead de Sales,Lead Sales,Sales
CSCO2-1-3-3-2,Manager 2,CSCO2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
CSCO2-1-3-3-2-1,Employee 1,CSCO2-1-3-3-2,profile,profile,Junior de Sales,Junior Sales,Sales
CSCO2-1-3-3-2-2,Employee 2,CSCO2-1-3-3-2,profile,profile,Lead de Sales,Lead Sales,Sales
PEP2,PepsiCo Inc. 2,,company,detail,Empresa tecnológica líder,CEO,Executive
PEP2-1,CEO PEP2,PEP2,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
PEP2-1-1,VP Engineering,PEP2-1,profile,profile,VP de Engineering,VP Engineering,Engineering
PEP2-1-1-1,Director 1,PEP2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
PEP2-1-1-1-1,Manager 1,PEP2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
PEP2-1-1-1-1-1,Employee 1,PEP2-1-1-1-1,profile,profile,Intern de Engineering,Intern Engineering,Engineering
PEP2-1-1-1-1-2,Employee 2,PEP2-1-1-1-1,profile,profile,Senior de Engineering,Senior Engineering,Engineering
PEP2-1-1-1-2,Manager 2,PEP2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
PEP2-1-1-1-2-1,Employee 1,PEP2-1-1-1-2,profile,profile,Lead de Engineering,Lead Engineering,Engineering
PEP2-1-1-2,Director 2,PEP2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
PEP2-1-1-2-1,Manager 1,PEP2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
PEP2-1-1-2-1-1,Employee 1,PEP2-1-1-2-1,profile,profile,CTO de Engineering,CTO Engineering,Engineering
PEP2-1-1-2-1-2,Employee 2,PEP2-1-1-2-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
PEP2-1-1-2-2,Manager 2,PEP2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
PEP2-1-1-2-2-1,Employee 1,PEP2-1-1-2-2,profile,profile,VP de Engineering,VP Engineering,Engineering
PEP2-1-1-2-3,Manager 3,PEP2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
PEP2-1-1-2-3-1,Employee 1,PEP2-1-1-2-3,profile,profile,Lead de Engineering,Lead Engineering,Engineering
PEP2-1-1-2-3-2,Employee 2,PEP2-1-1-2-3,profile,profile,CEO de Engineering,CEO Engineering,Engineering
PEP2-1-2,VP Marketing,PEP2-1,profile,profile,VP de Marketing,VP Marketing,Marketing
PEP2-1-2-1,Director 1,PEP2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
PEP2-1-2-1-1,Manager 1,PEP2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PEP2-1-2-1-1-1,Employee 1,PEP2-1-2-1-1,profile,profile,Lead de Marketing,Lead Marketing,Marketing
PEP2-1-2-1-2,Manager 2,PEP2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PEP2-1-2-1-2-1,Employee 1,PEP2-1-2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
PEP2-1-2-1-3,Manager 3,PEP2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PEP2-1-2-1-3-1,Employee 1,PEP2-1-2-1-3,profile,profile,CEO de Marketing,CEO Marketing,Marketing
PEP2-1-2-1-3-2,Employee 2,PEP2-1-2-1-3,profile,profile,Senior de Marketing,Senior Marketing,Marketing
PEP2-1-2-2,Director 2,PEP2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
PEP2-1-2-2-1,Manager 1,PEP2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PEP2-1-2-2-1-1,Employee 1,PEP2-1-2-2-1,profile,profile,CEO de Marketing,CEO Marketing,Marketing
PEP2-1-2-2-1-2,Employee 2,PEP2-1-2-2-1,profile,profile,Junior de Marketing,Junior Marketing,Marketing
PEP2-1-2-2-2,Manager 2,PEP2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PEP2-1-2-2-2-1,Employee 1,PEP2-1-2-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PEP2-1-2-2-3,Manager 3,PEP2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PEP2-1-2-2-3-1,Employee 1,PEP2-1-2-2-3,profile,profile,CFO de Marketing,CFO Marketing,Marketing
PEP2-1-2-2-3-2,Employee 2,PEP2-1-2-2-3,profile,profile,Director de Marketing,Director Marketing,Marketing
PEP2-1-2-3,Director 3,PEP2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
